Employee #,Date,Time In,Time Out
10008,11/18/24,8:00,17:00
10008,11/19/24,8:05,17:00
10008,11/20/24,8:00,17:00
10008,11/21/24,8:00,17:00
10008,12/02/24,8:05,17:00
10008,12/03/24,8:00,17:00
10008,12/04/24,8:00,17:00
10008,12/05/24,8:05,17:00
10008,12/06/24,8:00,17:00
10008,12/09/24,8:10,17:00
10008,12/10/24,8:05,17:00
10008,12/11/24,8:00,17:00
10008,12/12/24,8:00,17:00
10008,12/13/24,8:05,17:00
10008,12/16/24,8:10,17:00
10008,12/17/24,8:00,17:00
10008,12/18/24,8:05,17:00
10008,12/19/24,8:00,17:00
10008,12/20/24,8:00,17:00
10009,06/03/24,8:05,17:00
10009,06/04/24,8:00,17:00
10009,06/05/24,8:00,17:00
10009,06/06/24,8:05,17:00
10009,06/07/24,8:00,17:00
10009,06/10/24,8:10,17:00
10009,06/11/24,8:05,17:00
10009,06/12/24,8:00,17:00
10009,06/13/24,8:00,17:00
10009,06/14/24,8:05,17:00
10009,06/17/24,8:10,17:00
10009,06/18/24,8:00,17:00
10009,06/19/24,8:05,17:00
10009,06/20/24,8:00,17:00
10009,06/21/24,8:00,17:00
10009,07/01/24,8:05,17:00
10009,07/02/24,8:00,17:00
10009,07/03/24,8:00,17:00
10009,07/04/24,8:05,17:00
10009,07/05/24,8:00,17:00
10009,07/08/24,8:10,17:00
10009,07/09/24,8:05,17:00
10009,07/10/24,8:00,17:00
10009,07/11/24,8:00,17:00
10009,07/12/24,8:05,17:00
10009,07/15/24,8:10,17:00
10009,07/16/24,8:00,17:00
10009,07/17/24,8:05,17:00
10009,07/18/24,8:00,17:00
10009,07/19/24,8:00,17:00
10009,08/01/24,8:05,17:00
10009,08/02/24,8:00,17:00
10009,08/05/24,8:00,17:00
10009,08/06/24,8:05,17:00
10009,08/07/24,8:00,17:00
10009,08/08/24,8:10,17:00
10009,08/09/24,8:05,17:00
10009,08/12/24,8:00,17:00
10009,08/13/24,8:00,17:00
10009,08/14/24,8:05,17:00
10009,08/15/24,8:10,17:00
10009,08/16/24,8:00,17:00
10009,08/19/24,8:05,17:00
10009,08/20/24,8:00,17:00
10009,08/21/24,8:00,17:00
10009,09/02/24,8:05,17:00
10009,09/03/24,8:00,17:00
10009,09/04/24,8:00,17:00
10009,09/05/24,8:05,17:00
10009,09/06/24,8:00,17:00
10009,09/09/24,8:10,17:00
10009,09/10/24,8:05,17:00
10009,09/11/24,8:00,17:00
10009,09/12/24,8:00,17:00
10009,09/13/24,8:05,17:00
10009,09/16/24,8:10,17:00
10009,09/17/24,8:00,17:00
10009,09/18/24,8:05,17:00
10009,09/19/24,8:00,17:00
10009,09/20/24,8:00,17:00
10009,10/01/24,8:05,17:00
10009,10/02/24,8:00,17:00
10009,10/03/24,8:00,17:00
10009,10/04/24,8:05,17:00
10009,10/07/24,8:00,17:00
10009,10/08/24,8:10,17:00
10009,10/09/24,8:05,17:00
10009,10/10/24,8:00,17:00
10009,10/11/24,8:00,17:00
10009,10/14/24,8:05,17:00
10009,10/15/24,8:10,17:00
10009,10/16/24,8:00,17:00
10009,10/17/24,8:05,17:00
10009,10/18/24,8:00,17:00
10009,10/21/24,8:00,17:00
10009,11/01/24,8:05,17:00
10009,11/04/24,8:00,17:00
10009,11/05/24,8:00,17:00
10009,11/06/24,8:05,17:00
10009,11/07/24,8:00,17:00
10009,11/08/24,8:10,17:00
10009,11/11/24,8:05,17:00
10009,11/12/24,8:00,17:00
10009,11/13/24,8:00,17:00
10009,11/14/24,8:05,17:00
10009,11/15/24,8:10,17:00
10009,11/18/24,8:00,17:00
10009,11/19/24,8:05,17:00
10009,11/20/24,8:00,17:00
10009,11/21/24,8:00,17:00
10009,12/02/24,8:05,17:00
10009,12/03/24,8:00,17:00
10009,12/04/24,8:00,17:00
10009,12/05/24,8:05,17:00
10009,12/06/24,8:00,17:00
10009,12/09/24,8:10,17:00
10009,12/10/24,8:05,17:00
10009,12/11/24,8:00,17:00
10009,12/12/24,8:00,17:00
10009,12/13/24,8:05,17:00
10009,12/16/24,8:10,17:00
10009,12/17/24,8:00,17:00
10009,12/18/24,8:05,17:00
10009,12/19/24,8:00,17:00
10009,12/20/24,8:00,17:00
10010,06/03/24,8:05,17:00
10010,06/04/24,8:00,17:00
10010,06/05/24,8:00,17:00
10010,06/06/24,8:05,17:00
10010,06/07/24,8:00,17:00
10010,06/10/24,8:10,17:00
10010,06/11/24,8:05,17:00
10010,06/12/24,8:00,17:00
10010,06/13/24,8:00,17:00
10010,06/14/24,8:05,17:00
10010,06/17/24,8:10,17:00
10010,06/18/24,8:00,17:00
10010,06/19/24,8:05,17:00
10010,06/20/24,8:00,17:00
10010,06/21/24,8:00,17:00
10010,07/01/24,8:05,17:00
10010,07/02/24,8:00,17:00
10010,07/03/24,8:00,17:00
10010,07/04/24,8:05,17:00
10010,07/05/24,8:00,17:00
10010,07/08/24,8:10,17:00
10010,07/09/24,8:05,17:00
10010,07/10/24,8:00,17:00
10010,07/11/24,8:00,17:00
10010,07/12/24,8:05,17:00
10010,07/15/24,8:10,17:00
10010,07/16/24,8:00,17:00
10010,07/17/24,8:05,17:00
10010,07/18/24,8:00,17:00
10010,07/19/24,8:00,17:00
10010,08/01/24,8:05,17:00
10010,08/02/24,8:00,17:00
10010,08/05/24,8:00,17:00
10010,08/06/24,8:05,17:00
10010,08/07/24,8:00,17:00
10010,08/08/24,8:10,17:00
10010,08/09/24,8:05,17:00
10010,08/12/24,8:00,17:00
10010,08/13/24,8:00,17:00
10010,08/14/24,8:05,17:00
10010,08/15/24,8:10,17:00
10010,08/16/24,8:00,17:00
10010,08/19/24,8:05,17:00
10010,08/20/24,8:00,17:00
10010,08/21/24,8:00,17:00
10010,09/02/24,8:05,17:00
10010,09/03/24,8:00,17:00
10010,09/04/24,8:00,17:00
10010,09/05/24,8:05,17:00
10010,09/06/24,8:00,17:00
10010,09/09/24,8:10,17:00
10010,09/10/24,8:05,17:00
10010,09/11/24,8:00,17:00
10010,09/12/24,8:00,17:00
10010,09/13/24,8:05,17:00
10010,09/16/24,8:10,17:00
10010,09/17/24,8:00,17:00
10010,09/18/24,8:05,17:00
10010,09/19/24,8:00,17:00
10010,09/20/24,8:00,17:00
10010,10/01/24,8:05,17:00
10010,10/02/24,8:00,17:00
10010,10/03/24,8:00,17:00
10010,10/04/24,8:05,17:00
10010,10/07/24,8:00,17:00
10010,10/08/24,8:10,17:00
10010,10/09/24,8:05,17:00
10010,10/10/24,8:00,17:00
10010,10/11/24,8:00,17:00
10010,10/14/24,8:05,17:00
10010,10/15/24,8:10,17:00
10010,10/16/24,8:00,17:00
10010,10/17/24,8:05,17:00
10010,10/18/24,8:00,17:00
10010,10/21/24,8:00,17:00
10010,11/01/24,8:05,17:00
10010,11/04/24,8:00,17:00
10010,11/05/24,8:00,17:00
10010,11/06/24,8:05,17:00
10010,11/07/24,8:00,17:00
10010,11/08/24,8:10,17:00
10010,11/11/24,8:05,17:00
10010,11/12/24,8:00,17:00
10010,11/13/24,8:00,17:00
10010,11/14/24,8:05,17:00
10010,11/15/24,8:10,17:00
10010,11/18/24,8:00,17:00
10010,11/19/24,8:05,17:00
10010,11/20/24,8:00,17:00
10010,11/21/24,8:00,17:00
10010,12/02/24,8:05,17:00
10010,12/03/24,8:00,17:00
10010,12/04/24,8:00,17:00
10010,12/05/24,8:05,17:00
10010,12/06/24,8:00,17:00
10010,12/09/24,8:10,17:00
10010,12/10/24,8:05,17:00
10010,12/11/24,8:00,17:00
10010,12/12/24,8:00,17:00
10010,12/13/24,8:05,17:00
10010,12/16/24,8:10,17:00
10010,12/17/24,8:00,17:00
10010,12/18/24,8:05,17:00
10010,12/19/24,8:00,17:00
10010,12/20/24,8:00,17:00
10011,06/03/24,8:05,17:00
10011,06/04/24,8:00,17:00
10011,06/05/24,8:00,17:00
10011,06/06/24,8:05,17:00
10011,06/07/24,8:00,17:00
10011,06/10/24,8:10,17:00
10011,06/11/24,8:05,17:00
10011,06/12/24,8:00,17:00
10011,06/13/24,8:00,17:00
10011,06/14/24,8:05,17:00
10011,06/17/24,8:10,17:00
10011,06/18/24,8:00,17:00
10011,06/19/24,8:05,17:00
10011,06/20/24,8:00,17:00
10011,06/21/24,8:00,17:00
10011,07/01/24,8:05,17:00
10011,07/02/24,8:00,17:00
10011,07/03/24,8:00,17:00
10011,07/04/24,8:05,17:00
10011,07/05/24,8:00,17:00
10011,07/08/24,8:10,17:00
10011,07/09/24,8:05,17:00
10011,07/10/24,8:00,17:00
10011,07/11/24,8:00,17:00
10011,07/12/24,8:05,17:00
10011,07/15/24,8:10,17:00
10011,07/16/24,8:00,17:00
10011,07/17/24,8:05,17:00
10011,07/18/24,8:00,17:00
10011,07/19/24,8:00,17:00
10011,08/01/24,8:05,17:00
10011,08/02/24,8:00,17:00
10011,08/05/24,8:00,17:00
10011,08/06/24,8:05,17:00
10011,08/07/24,8:00,17:00
10011,08/08/24,8:10,17:00
10011,08/09/24,8:05,17:00
10011,08/12/24,8:00,17:00
10011,08/13/24,8:00,17:00
10011,08/14/24,8:05,17:00
10011,08/15/24,8:10,17:00
10011,08/16/24,8:00,17:00
10011,08/19/24,8:05,17:00
10011,08/20/24,8:00,17:00
10011,08/21/24,8:00,17:00
10011,09/02/24,8:05,17:00
10011,09/03/24,8:00,17:00
10011,09/04/24,8:00,17:00
10011,09/05/24,8:05,17:00
10011,09/06/24,8:00,17:00
10011,09/09/24,8:10,17:00
10011,09/10/24,8:05,17:00
10011,09/11/24,8:00,17:00
10011,09/12/24,8:00,17:00
10011,09/13/24,8:05,17:00
10011,09/16/24,8:10,17:00
10011,09/17/24,8:00,17:00
10011,09/18/24,8:05,17:00
10011,09/19/24,8:00,17:00
10011,09/20/24,8:00,17:00
10011,10/01/24,8:05,17:00
10011,10/02/24,8:00,17:00
10011,10/03/24,8:00,17:00
10011,10/04/24,8:05,17:00
10011,10/07/24,8:00,17:00
10011,10/08/24,8:10,17:00
10011,10/09/24,8:05,17:00
10011,10/10/24,8:00,17:00
10011,10/11/24,8:00,17:00
10011,10/14/24,8:05,17:00
10011,10/15/24,8:10,17:00
10011,10/16/24,8:00,17:00
10011,10/17/24,8:05,17:00
10011,10/18/24,8:00,17:00
10011,10/21/24,8:00,17:00
10011,11/01/24,8:05,17:00
10011,11/04/24,8:00,17:00
10011,11/05/24,8:00,17:00
10011,11/06/24,8:05,17:00
10011,11/07/24,8:00,17:00
10011,11/08/24,8:10,17:00
10011,11/11/24,8:05,17:00
10011,11/12/24,8:00,17:00
10011,11/13/24,8:00,17:00
10011,11/14/24,8:05,17:00
10011,11/15/24,8:10,17:00
10011,11/18/24,8:00,17:00
10011,11/19/24,8:05,17:00
10011,11/20/24,8:00,17:00
10011,11/21/24,8:00,17:00
10011,12/02/24,8:05,17:00
10011,12/03/24,8:00,17:00
10011,12/04/24,8:00,17:00
10011,12/05/24,8:05,17:00
10011,12/06/24,8:00,17:00
10011,12/09/24,8:10,17:00
10011,12/10/24,8:05,17:00
10011,12/11/24,8:00,17:00
10011,12/12/24,8:00,17:00
10011,12/13/24,8:05,17:00
10011,12/16/24,8:10,17:00
10011,12/17/24,8:00,17:00
10011,12/18/24,8:05,17:00
10011,12/19/24,8:00,17:00
10011,12/20/24,8:00,17:00
10012,06/03/24,8:05,17:00
10012,06/04/24,8:00,17:00
10012,06/05/24,8:00,17:00
10012,06/06/24,8:05,17:00
10012,06/07/24,8:00,17:00
10012,06/10/24,8:10,17:00
10012,06/11/24,8:05,17:00
10012,06/12/24,8:00,17:00
10012,06/13/24,8:00,17:00
10012,06/14/24,8:05,17:00
10012,06/17/24,8:10,17:00
10012,06/18/24,8:00,17:00
10012,06/19/24,8:05,17:00
10012,06/20/24,8:00,17:00
10012,06/21/24,8:00,17:00
10012,07/01/24,8:05,17:00
10012,07/02/24,8:00,17:00
10012,07/03/24,8:00,17:00
10012,07/04/24,8:05,17:00
10012,07/05/24,8:00,17:00
10012,07/08/24,8:10,17:00
10012,07/09/24,8:05,17:00
10012,07/10/24,8:00,17:00
10012,07/11/24,8:00,17:00
10012,07/12/24,8:05,17:00
10012,07/15/24,8:10,17:00
10012,07/16/24,8:00,17:00
10012,07/17/24,8:05,17:00
10012,07/18/24,8:00,17:00
10012,07/19/24,8:00,17:00
10012,08/01/24,8:05,17:00
10012,08/02/24,8:00,17:00
10012,08/05/24,8:00,17:00
10012,08/06/24,8:05,17:00
10012,08/07/24,8:00,17:00
10012,08/08/24,8:10,17:00
10012,08/09/24,8:05,17:00
10012,08/12/24,8:00,17:00
10012,08/13/24,8:00,17:00
10012,08/14/24,8:05,17:00
10012,08/15/24,8:10,17:00
10012,08/16/24,8:00,17:00
10012,08/19/24,8:05,17:00
10012,08/20/24,8:00,17:00
10012,08/21/24,8:00,17:00
10012,09/02/24,8:05,17:00
10012,09/03/24,8:00,17:00
10012,09/04/24,8:00,17:00
10012,09/05/24,8:05,17:00
10012,09/06/24,8:00,17:00
10012,09/09/24,8:10,17:00
10012,09/10/24,8:05,17:00
10012,09/11/24,8:00,17:00
10012,09/12/24,8:00,17:00
10012,09/13/24,8:05,17:00
10012,09/16/24,8:10,17:00
10012,09/17/24,8:00,17:00
10012,09/18/24,8:05,17:00
10012,09/19/24,8:00,17:00
10012,09/20/24,8:00,17:00
10012,10/01/24,8:05,17:00
10012,10/02/24,8:00,17:00
10012,10/03/24,8:00,17:00
10012,10/04/24,8:05,17:00
10012,10/07/24,8:00,17:00
10012,10/08/24,8:10,17:00
10012,10/09/24,8:05,17:00
10012,10/10/24,8:00,17:00
10012,10/11/24,8:00,17:00
10012,10/14/24,8:05,17:00
10012,10/15/24,8:10,17:00
10012,10/16/24,8:00,17:00
10012,10/17/24,8:05,17:00
10012,10/18/24,8:00,17:00
10012,10/21/24,8:00,17:00
10012,11/01/24,8:05,17:00
10012,11/04/24,8:00,17:00
10012,11/05/24,8:00,17:00
10012,11/06/24,8:05,17:00
10012,11/07/24,8:00,17:00
10012,11/08/24,8:10,17:00
10012,11/11/24,8:05,17:00
10012,11/12/24,8:00,17:00
10012,11/13/24,8:00,17:00
10012,11/14/24,8:05,17:00
10012,11/15/24,8:10,17:00
10012,11/18/24,8:00,17:00
10012,11/19/24,8:05,17:00
10012,11/20/24,8:00,17:00
10012,11/21/24,8:00,17:00
10012,12/02/24,8:05,17:00
10012,12/03/24,8:00,17:00
10012,12/04/24,8:00,17:00
10012,12/05/24,8:05,17:00
10012,12/06/24,8:00,17:00
10012,12/09/24,8:10,17:00
10012,12/10/24,8:05,17:00
10012,12/11/24,8:00,17:00
10012,12/12/24,8:00,17:00
10012,12/13/24,8:05,17:00
10012,12/16/24,8:10,17:00
10012,12/17/24,8:00,17:00
10012,12/18/24,8:05,17:00
10012,12/19/24,8:00,17:00
10012,12/20/24,8:00,17:00
10013,06/03/24,8:05,17:00
10013,06/04/24,8:00,17:00
10013,06/05/24,8:00,17:00
10013,06/06/24,8:05,17:00
10013,06/07/24,8:00,17:00
10013,06/10/24,8:10,17:00
10013,06/11/24,8:05,17:00
10013,06/12/24,8:00,17:00
10013,06/13/24,8:00,17:00
10013,06/14/24,8:05,17:00
10013,06/17/24,8:10,17:00
10013,06/18/24,8:00,17:00
10013,06/19/24,8:05,17:00
10013,06/20/24,8:00,17:00
10013,06/21/24,8:00,17:00
10013,07/01/24,8:05,17:00
10013,07/02/24,8:00,17:00
10013,07/03/24,8:00,17:00
10013,07/04/24,8:05,17:00
10013,07/05/24,8:00,17:00
10013,07/08/24,8:10,17:00
10013,07/09/24,8:05,17:00
10013,07/10/24,8:00,17:00
10013,07/11/24,8:00,17:00
10013,07/12/24,8:05,17:00
10013,07/15/24,8:10,17:00
10013,07/16/24,8:00,17:00
10013,07/17/24,8:05,17:00
10013,07/18/24,8:00,17:00
10013,07/19/24,8:00,17:00
10013,08/01/24,8:05,17:00
10013,08/02/24,8:00,17:00
10013,08/05/24,8:00,17:00
10013,08/06/24,8:05,17:00
10013,08/07/24,8:00,17:00
10013,08/08/24,8:10,17:00
10013,08/09/24,8:05,17:00
10013,08/12/24,8:00,17:00
10013,08/13/24,8:00,17:00
10013,08/14/24,8:05,17:00
10013,08/15/24,8:10,17:00
10013,08/16/24,8:00,17:00
10013,08/19/24,8:05,17:00
10013,08/20/24,8:00,17:00
10013,08/21/24,8:00,17:00
10013,09/02/24,8:05,17:00
10013,09/03/24,8:00,17:00
10013,09/04/24,8:00,17:00
10013,09/05/24,8:05,17:00
10013,09/06/24,8:00,17:00
10013,09/09/24,8:10,17:00
10013,09/10/24,8:05,17:00
10013,09/11/24,8:00,17:00
10013,09/12/24,8:00,17:00
10013,09/13/24,8:05,17:00
10013,09/16/24,8:10,17:00
10013,09/17/24,8:00,17:00
10013,09/18/24,8:05,17:00
10013,09/19/24,8:00,17:00
10013,09/20/24,8:00,17:00
10013,10/01/24,8:05,17:00
10013,10/02/24,8:00,17:00
10013,10/03/24,8:00,17:00
10013,10/04/24,8:05,17:00
10013,10/07/24,8:00,17:00
10013,10/08/24,8:10,17:00
10013,10/09/24,8:05,17:00
10013,10/10/24,8:00,17:00
10013,10/11/24,8:00,17:00
10013,10/14/24,8:05,17:00
10013,10/15/24,8:10,17:00
10013,10/16/24,8:00,17:00
10013,10/17/24,8:05,17:00
10013,10/18/24,8:00,17:00
10013,10/21/24,8:00,17:00
10013,11/01/24,8:05,17:00
10013,11/04/24,8:00,17:00
10013,11/05/24,8:00,17:00
10013,11/06/24,8:05,17:00
10013,11/07/24,8:00,17:00
10013,11/08/24,8:10,17:00
10013,11/11/24,8:05,17:00
10013,11/12/24,8:00,17:00
10013,11/13/24,8:00,17:00
10013,11/14/24,8:05,17:00
10013,11/15/24,8:10,17:00
10013,11/18/24,8:00,17:00
10013,11/19/24,8:05,17:00
10013,11/20/24,8:00,17:00
10013,11/21/24,8:00,17:00
10013,12/02/24,8:05,17:00
10013,12/03/24,8:00,17:00
10013,12/04/24,8:00,17:00
10013,12/05/24,8:05,17:00
10013,12/06/24,8:00,17:00
10013,12/09/24,8:10,17:00
10013,12/10/24,8:05,17:00
10013,12/11/24,8:00,17:00
10013,12/12/24,8:00,17:00
10013,12/13/24,8:05,17:00
10013,12/16/24,8:10,17:00
10013,12/17/24,8:00,17:00
10013,12/18/24,8:05,17:00
10013,12/19/24,8:00,17:00
10013,12/20/24,8:00,17:00
10014,06/03/24,8:05,17:00
10014,06/04/24,8:00,17:00
10014,06/05/24,8:00,17:00
10014,06/06/24,8:05,17:00
10014,06/07/24,8:00,17:00
10014,06/10/24,8:10,17:00
10014,06/11/24,8:05,17:00
10014,06/12/24,8:00,17:00
10014,06/13/24,8:00,17:00
10014,06/14/24,8:05,17:00
10014,06/17/24,8:10,17:00
10014,06/18/24,8:00,17:00
10014,06/19/24,8:05,17:00
10014,06/20/24,8:00,17:00
10014,06/21/24,8:00,17:00
10014,07/01/24,8:05,17:00
10014,07/02/24,8:00,17:00
10014,07/03/24,8:00,17:00
10014,07/04/24,8:05,17:00
10014,07/05/24,8:00,17:00
10014,07/08/24,8:10,17:00
10014,07/09/24,8:05,17:00
10014,07/10/24,8:00,17:00
10014,07/11/24,8:00,17:00
10014,07/12/24,8:05,17:00
10014,07/15/24,8:10,17:00
10014,07/16/24,8:00,17:00
10014,07/17/24,8:05,17:00
10014,07/18/24,8:00,17:00
10014,07/19/24,8:00,17:00
10014,08/01/24,8:05,17:00
10014,08/02/24,8:00,17:00
10014,08/05/24,8:00,17:00
10014,08/06/24,8:05,17:00
10014,08/07/24,8:00,17:00
10014,08/08/24,8:10,17:00
10014,08/09/24,8:05,17:00
10014,08/12/24,8:00,17:00
10014,08/13/24,8:00,17:00
10014,08/14/24,8:05,17:00
10014,08/15/24,8:10,17:00
10014,08/16/24,8:00,17:00
10014,08/19/24,8:05,17:00
10014,08/20/24,8:00,17:00
10014,08/21/24,8:00,17:00
10014,09/02/24,8:05,17:00
10014,09/03/24,8:00,17:00
10014,09/04/24,8:00,17:00
10014,09/05/24,8:05,17:00
10014,09/06/24,8:00,17:00
10014,09/09/24,8:10,17:00
10014,09/10/24,8:05,17:00
10014,09/11/24,8:00,17:00
10014,09/12/24,8:00,17:00
10014,09/13/24,8:05,17:00
10014,09/16/24,8:10,17:00
10014,09/17/24,8:00,17:00
10014,09/18/24,8:05,17:00
10014,09/19/24,8:00,17:00
10014,09/20/24,8:00,17:00
10014,10/01/24,8:05,17:00
10014,10/02/24,8:00,17:00
10014,10/03/24,8:00,17:00
10014,10/04/24,8:05,17:00
10014,10/07/24,8:00,17:00
10014,10/08/24,8:10,17:00
10014,10/09/24,8:05,17:00
10014,10/10/24,8:00,17:00
10014,10/11/24,8:00,17:00
10014,10/14/24,8:05,17:00
10014,10/15/24,8:10,17:00
10014,10/16/24,8:00,17:00
10014,10/17/24,8:05,17:00
10014,10/18/24,8:00,17:00
10014,10/21/24,8:00,17:00
10014,11/01/24,8:05,17:00
10014,11/04/24,8:00,17:00
10014,11/05/24,8:00,17:00
10014,11/06/24,8:05,17:00
10014,11/07/24,8:00,17:00
10014,11/08/24,8:10,17:00
10014,11/11/24,8:05,17:00
10014,11/12/24,8:00,17:00
10014,11/13/24,8:00,17:00
10014,11/14/24,8:05,17:00
10014,11/15/24,8:10,17:00
10014,11/18/24,8:00,17:00
10014,11/19/24,8:05,17:00
10014,11/20/24,8:00,17:00
10014,11/21/24,8:00,17:00
10014,12/02/24,8:05,17:00
10014,12/03/24,8:00,17:00
10014,12/04/24,8:00,17:00
10014,12/05/24,8:05,17:00
10014,12/06/24,8:00,17:00
10014,12/09/24,8:10,17:00
10014,12/10/24,8:05,17:00
10014,12/11/24,8:00,17:00
10014,12/12/24,8:00,17:00
10014,12/13/24,8:05,17:00
10014,12/16/24,8:10,17:00
10014,12/17/24,8:00,17:00
10014,12/18/24,8:05,17:00
10014,12/19/24,8:00,17:00
10014,12/20/24,8:00,17:00
10015,06/03/24,8:05,17:00
10015,06/04/24,8:00,17:00
10015,06/05/24,8:00,17:00
10015,06/06/24,8:05,17:00
10015,06/07/24,8:00,17:00
10015,06/10/24,8:10,17:00
10015,06/11/24,8:05,17:00
10015,06/12/24,8:00,17:00
10015,06/13/24,8:00,17:00
10015,06/14/24,8:05,17:00
10015,06/17/24,8:10,17:00
10015,06/18/24,8:00,17:00
10015,06/19/24,8:05,17:00
10015,06/20/24,8:00,17:00
10015,06/21/24,8:00,17:00
10015,07/01/24,8:05,17:00
10015,07/02/24,8:00,17:00
10015,07/03/24,8:00,17:00
10015,07/04/24,8:05,17:00
10015,07/05/24,8:00,17:00
10015,07/08/24,8:10,17:00
10015,07/09/24,8:05,17:00
10015,07/10/24,8:00,17:00
10015,07/11/24,8:00,17:00
10015,07/12/24,8:05,17:00
10015,07/15/24,8:10,17:00
10015,07/16/24,8:00,17:00
10015,07/17/24,8:05,17:00
10015,07/18/24,8:00,17:00
10015,07/19/24,8:00,17:00
10015,08/01/24,8:05,17:00
10015,08/02/24,8:00,17:00
10015,08/05/24,8:00,17:00
10015,08/06/24,8:05,17:00
10015,08/07/24,8:00,17:00
10015,08/08/24,8:10,17:00
10015,08/09/24,8:05,17:00
10015,08/12/24,8:00,17:00
10015,08/13/24,8:00,17:00
10015,08/14/24,8:05,17:00
10015,08/15/24,8:10,17:00
10015,08/16/24,8:00,17:00
10015,08/19/24,8:05,17:00
10015,08/20/24,8:00,17:00
10015,08/21/24,8:00,17:00
10015,09/02/24,8:05,17:00
10015,09/03/24,8:00,17:00
10015,09/04/24,8:00,17:00
10015,09/05/24,8:05,17:00
10015,09/06/24,8:00,17:00
10015,09/09/24,8:10,17:00
10015,09/10/24,8:05,17:00
10015,09/11/24,8:00,17:00
10015,09/12/24,8:00,17:00
10015,09/13/24,8:05,17:00
10015,09/16/24,8:10,17:00
10015,09/17/24,8:00,17:00
10015,09/18/24,8:05,17:00
10015,09/19/24,8:00,17:00
10015,09/20/24,8:00,17:00
10015,10/01/24,8:05,17:00
10015,10/02/24,8:00,17:00
10015,10/03/24,8:00,17:00
10015,10/04/24,8:05,17:00
10015,10/07/24,8:00,17:00
10015,10/08/24,8:10,17:00
10015,10/09/24,8:05,17:00
10015,10/10/24,8:00,17:00
10015,10/11/24,8:00,17:00
10015,10/14/24,8:05,17:00
10015,10/15/24,8:10,17:00
10015,10/16/24,8:00,17:00
10015,10/17/24,8:05,17:00
10015,10/18/24,8:00,17:00
10015,10/21/24,8:00,17:00
10015,11/01/24,8:05,17:00
10015,11/04/24,8:00,17:00
10015,11/05/24,8:00,17:00
10015,11/06/24,8:05,17:00
10015,11/07/24,8:00,17:00
10015,11/08/24,8:10,17:00
10015,11/11/24,8:05,17:00
10015,11/12/24,8:00,17:00
10015,11/13/24,8:00,17:00
10015,11/14/24,8:05,17:00
10015,11/15/24,8:10,17:00
10015,11/18/24,8:00,17:00
10015,11/19/24,8:05,17:00
10015,11/20/24,8:00,17:00
10015,11/21/24,8:00,17:00
10015,12/02/24,8:05,17:00
10015,12/03/24,8:00,17:00
10015,12/04/24,8:00,17:00
10015,12/05/24,8:05,17:00
10015,12/06/24,8:00,17:00
10015,12/09/24,8:10,17:00
10015,12/10/24,8:05,17:00
10015,12/11/24,8:00,17:00
10015,12/12/24,8:00,17:00
10015,12/13/24,8:05,17:00
10015,12/16/24,8:10,17:00
10015,12/17/24,8:00,17:00
10015,12/18/24,8:05,17:00
10015,12/19/24,8:00,17:00
10015,12/20/24,8:00,17:00
10016,06/03/24,8:05,17:00
10016,06/04/24,8:00,17:00
10016,06/05/24,8:00,17:00
10016,06/06/24,8:05,17:00
10016,06/07/24,8:00,17:00
10016,06/10/24,8:10,17:00
10016,06/11/24,8:05,17:00
10016,06/12/24,8:00,17:00
10016,06/13/24,8:00,17:00
10016,06/14/24,8:05,17:00
10016,06/17/24,8:10,17:00
10016,06/18/24,8:00,17:00
10016,06/19/24,8:05,17:00
10016,06/20/24,8:00,17:00
10016,06/21/24,8:00,17:00
10016,07/01/24,8:05,17:00
10016,07/02/24,8:00,17:00
10016,07/03/24,8:00,17:00
10016,07/04/24,8:05,17:00
10016,07/05/24,8:00,17:00
10016,07/08/24,8:10,17:00
10016,07/09/24,8:05,17:00
10016,07/10/24,8:00,17:00
10016,07/11/24,8:00,17:00
10016,07/12/24,8:05,17:00
10016,07/15/24,8:10,17:00
10016,07/16/24,8:00,17:00
10016,07/17/24,8:05,17:00
10016,07/18/24,8:00,17:00
10016,07/19/24,8:00,17:00
10016,08/01/24,8:05,17:00
10016,08/02/24,8:00,17:00
10016,08/05/24,8:00,17:00
10016,08/06/24,8:05,17:00
10016,08/07/24,8:00,17:00
10016,08/08/24,8:10,17:00
10016,08/09/24,8:05,17:00
10016,08/12/24,8:00,17:00
10016,08/13/24,8:00,17:00
10016,08/14/24,8:05,17:00
10016,08/15/24,8:10,17:00
10016,08/16/24,8:00,17:00
10016,08/19/24,8:05,17:00
10016,08/20/24,8:00,17:00
10016,08/21/24,8:00,17:00
10016,09/02/24,8:05,17:00
10016,09/03/24,8:00,17:00
10016,09/04/24,8:00,17:00
10016,09/05/24,8:05,17:00
10016,09/06/24,8:00,17:00
10016,09/09/24,8:10,17:00
10016,09/10/24,8:05,17:00
10016,09/11/24,8:00,17:00
10016,09/12/24,8:00,17:00
10016,09/13/24,8:05,17:00
10016,09/16/24,8:10,17:00
10016,09/17/24,8:00,17:00
10016,09/18/24,8:05,17:00
10016,09/19/24,8:00,17:00
10016,09/20/24,8:00,17:00
10016,10/01/24,8:05,17:00
10016,10/02/24,8:00,17:00
10016,10/03/24,8:00,17:00
10016,10/04/24,8:05,17:00
10016,10/07/24,8:00,17:00
10016,10/08/24,8:10,17:00
10016,10/09/24,8:05,17:00
10016,10/10/24,8:00,17:00
